Date,Price,Open,High,Low,Vol,Change %
2021-10-27,2.5148,2.5682,2.5688,2.4949,25.23K,-2.43%
2021-10-26,2.5773,2.5647,2.5797,2.5472,40.64K,0.49%
2021-10-25,2.5647,2.5435,2.5807,2.539,38.77K,1.02%
2021-10-22,2.5389,2.5498,2.5683,2.5274,38.11K,-0.40%
2021-10-21,2.5491,2.5874,2.5958,2.5157,28.35K,-1.67%
2021-10-20,2.5923,2.5658,2.5932,2.517,38.57K,1.23%
2021-10-19,2.5607,2.5335,2.5674,2.5078,43.96K,0.45%
2021-10-18,2.5492,2.5719,2.608,2.5331,61.75K,-0.95%
2021-10-15,2.5737,2.5673,2.5997,2.5574,75.21K,0.48%
2021-10-14,2.5614,2.5253,2.5692,2.5195,59.99K,1.60%
2021-10-13,2.5211,2.5089,2.5293,2.4747,64.54K,0.44%
2021-10-12,2.51,2.515,2.5302,2.4845,72.04K,-0.20%
2021-10-11,2.515,2.4743,2.5376,2.4743,55.66K,1.67%
2021-10-08,2.4737,2.469,2.5029,2.4635,66.49K,0.57%
2021-10-07,2.4596,2.4377,2.4724,2.3735,62.31K,0.72%
2021-10-06,2.442,2.4936,2.5213,2.429,58.55K,-2.07%
2021-10-05,2.4936,2.4375,2.5032,2.4314,63.37K,2.34%
2021-10-04,2.4366,2.3826,2.4526,2.3659,57.87K,2.26%
2021-10-01,2.3827,2.3396,2.3871,2.3222,56.97K,1.75%
2021-09-30,2.3417,2.318,2.3688,2.2886,3.71K,1.48%
2021-09-29,2.3075,2.276,2.3168,2.2538,17.08K,0.81%
2021-09-28,2.289,2.2933,2.332,2.2654,27.63K,-0.30%
2021-09-27,2.296,2.2693,2.3116,2.2689,32.95K,1.27%
2021-09-24,2.2671,2.2459,2.2703,2.2325,33.73K,0.80%
2021-09-23,2.2491,2.211,2.2511,2.1914,35.58K,1.70%
2021-09-22,2.2116,2.183,2.2148,2.1755,27.15K,1.74%
2021-09-21,2.1738,2.169,2.1951,2.144,22.95K,0.69%
2021-09-20,2.159,2.2109,2.2117,2.1486,33.61K,-2.27%
2021-09-17,2.2091,2.2051,2.2188,2.1909,43.14K,-0.09%
2021-09-16,2.211,2.2065,2.2162,2.1741,46.34K,0.26%
2021-09-15,2.2053,2.1659,2.2252,2.164,53.53K,2.04%
2021-09-14,2.1613,2.1616,2.1755,2.1441,63.79K,0.14%
2021-09-13,2.1583,2.1436,2.1738,2.138,45.28K,0.57%
2021-09-10,2.146,2.1105,2.1557,2.1011,47.06K,1.53%
2021-09-09,2.1137,2.135,2.1463,2.0911,57.99K,-1.06%
2021-09-08,2.1364,2.1228,2.1525,2.1205,60.23K,0.70%
2021-09-07,2.1216,2.1546,2.1656,2.1096,52.39K,-0.91%
2021-09-06,2.141,2.143,2.1586,2.1275,,-0.12%
2021-09-05,2.1436,2.1567,2.1572,2.1436,,-0.73%
2021-09-03,2.1594,2.1621,2.1848,2.1491,45.14K,-0.38%
2021-09-02,2.1677,2.1219,2.1836,2.11,52.52K,1.82%
2021-09-01,2.1289,2.1347,2.1508,2.09,58.20K,-0.10%
2021-08-31,2.131,2.1377,2.1385,2.1065,2.92K,-0.43%
2021-08-30,2.1403,2.1299,2.1625,2.1022,17.03K,1.47%
2021-08-27,2.1092,2.0801,2.1175,2.0705,18.23K,1.25%
2021-08-26,2.0832,2.116,2.1175,2.0718,39.56K,-1.65%
2021-08-25,2.1182,2.0675,2.1213,2.0523,35.74K,2.49%
2021-08-24,2.0668,2.0029,2.0708,1.9993,36.01K,3.08%
2021-08-23,2.0051,1.897,2.0135,1.897,37.65K,5.08%
2021-08-20,1.9082,1.9642,1.971,1.8965,37.26K,-3.09%
2021-08-19,1.969,2.0019,2.0076,1.943,50.06K,-2.58%
2021-08-18,2.0212,2.0349,2.0611,1.998,42.44K,-0.73%
2021-08-17,2.0361,2.0521,2.0654,2.03,42.32K,-0.60%
2021-08-16,2.0483,2.0689,2.0769,2.0166,54.44K,-1.42%
2021-08-13,2.0779,2.1,2.1074,2.0634,51.73K,-1.24%
2021-08-12,2.1039,2.1114,2.1136,2.0775,51.79K,-0.09%
2021-08-11,2.1058,2.089,2.1122,2.0456,61.29K,1.23%
2021-08-10,2.0802,2.048,2.0965,2.0384,55.86K,1.87%
2021-08-09,2.0421,2.0758,2.0758,2.0059,61.13K,-2.03%
2021-08-06,2.0845,2.1027,2.126,2.0732,56.40K,-1.02%
2021-08-05,2.106,2.0741,2.1081,2.06,54.51K,1.54%
2021-08-04,2.0741,2.1235,2.1358,2.0666,65.66K,-2.46%
2021-08-03,2.1264,2.1438,2.1587,2.0892,48.46K,-0.44%
2021-08-02,2.1358,2.191,2.1947,2.1183,44.72K,-2.89%
2021-07-30,2.1994,2.1826,2.2028,2.174,3.26K,0.46%
2021-07-29,2.1894,2.1535,2.1918,2.1535,14.92K,1.55%
2021-07-28,2.156,2.1511,2.1609,2.1417,15.82K,0.56%
2021-07-27,2.1439,2.1593,2.1648,2.1325,27.71K,-0.33%
2021-07-26,2.151,2.1358,2.158,2.0996,27.68K,0.80%
2021-07-23,2.1339,2.1314,2.139,2.121,24.03K,0.06%
2021-07-22,2.1326,2.0869,2.1359,2.0742,37.42K,2.18%
2021-07-21,2.087,1.9957,2.0927,1.9957,25.85K,3.69%
2021-07-20,2.0127,1.9853,2.019,1.9627,33.37K,1.39%
2021-07-19,1.9852,2.1011,2.1064,1.9672,51.25K,-6.06%
2021-07-16,2.1133,2.1034,2.1286,2.0834,34.65K,0.03%
2021-07-15,2.1126,2.1379,2.1425,2.1022,44.14K,-1.44%
2021-07-14,2.1435,2.1792,2.183,2.1098,57.10K,-1.87%
2021-07-13,2.1844,2.151,2.1877,2.1444,43.15K,1.61%
2021-07-12,2.1498,2.1527,2.1603,2.1164,45.64K,-0.25%
2021-07-09,2.1552,2.1281,2.1654,2.1117,44.52K,1.64%
2021-07-08,2.1204,2.0849,2.1299,2.051,57.31K,1.50%
2021-07-07,2.0891,2.1243,2.1505,2.062,58.36K,-0.75%
2021-07-06,2.1049,2.179,2.2101,2.0984,67.83K,-4.14%
2021-07-05,2.1957,2.1787,2.1991,2.1662,,0.78%
2021-07-04,2.1787,2.1768,2.181,2.1746,,-0.02%
2021-07-02,2.1791,2.1495,2.1841,2.1411,44.66K,1.06%
2021-07-01,2.1562,2.1314,2.1867,2.1283,56.11K,1.29%
2021-06-30,2.1287,2.13,2.143,2.1161,3.82K,0.32%
2021-06-29,2.1219,2.1201,2.1485,2.1,14.94K,0.17%
2021-06-28,2.1182,2.148,2.1558,2.1167,17.49K,-1.45%
2021-06-25,2.1493,2.1599,2.1754,2.0875,32.82K,-0.60%
2021-06-24,2.1623,2.1606,2.1659,2.1315,26.60K,0.13%
2021-06-23,2.1594,2.1523,2.1877,2.1468,31.45K,0.39%
2021-06-22,2.151,2.126,2.1577,2.1167,30.70K,1.14%
2021-06-21,2.1268,2.0861,2.1298,2.0704,36.37K,1.61%
2021-06-18,2.0932,2.0679,2.102,2.0432,43.14K,1.28%
2021-06-17,2.0668,2.0944,2.1106,2.0376,48.28K,-1.74%
2021-06-16,2.1034,2.1129,2.1278,2.087,49.70K,-0.42%
2021-06-15,2.1123,2.1116,2.1267,2.1036,37.95K,0.03%
2021-06-14,2.1116,2.1146,2.1422,2.1074,40.84K,-0.43%
2021-06-11,2.1207,2.1417,2.1528,2.0912,57.97K,-1.06%
2021-06-10,2.1434,2.1226,2.156,2.101,46.64K,0.65%
2021-06-09,2.1295,2.1344,2.1502,2.1186,43.61K,-0.26%
2021-06-08,2.135,2.1156,2.1404,2.092,53.74K,0.92%
2021-06-07,2.1156,2.1134,2.1315,2.0995,46.74K,-0.20%
2021-06-04,2.1199,2.1046,2.1231,2.0925,31.72K,0.87%
2021-06-03,2.1017,2.1061,2.1236,2.083,40.79K,-0.26%
2021-06-02,2.1071,2.0775,2.1105,2.0747,48.19K,1.72%
2021-06-01,2.0715,2.044,2.1135,2.0368,68.31K,0.92%
2021-05-31,2.0526,2.0419,2.0674,2.0369,,0.52%
2021-05-30,2.0419,2.0421,2.0444,2.0396,,-0.13%
2021-05-28,2.0445,2.065,2.0725,2.034,5.30K,-0.58%
2021-05-27,2.0564,2.0476,2.06,2.024,14.43K,0.55%
2021-05-26,2.0452,2.0331,2.0499,2.0195,18.45K,0.48%
2021-05-25,2.0354,2.0449,2.0525,2.0248,29.70K,-0.32%
2021-05-24,2.042,1.9925,2.0458,1.9876,24.43K,2.71%
2021-05-21,1.9882,1.9605,2.0023,1.9485,27.03K,1.21%
2021-05-20,1.9644,2.0094,2.0171,1.9553,29.45K,-2.13%
2021-05-19,2.0071,2.0509,2.0531,1.9733,25.17K,-2.40%
2021-05-18,2.0564,2.0629,2.0777,2.0191,43.77K,-0.19%
2021-05-17,2.0604,2.037,2.0662,2.0301,46.04K,1.19%
2021-05-14,2.0362,1.9997,2.0407,1.9857,47.29K,1.76%
2021-05-13,2.0009,2.0669,2.069,1.9827,69.51K,-3.31%
2021-05-12,2.0695,2.0418,2.081,2.0311,76.21K,1.36%
2021-05-11,2.0417,2.0164,2.0465,1.9964,69.88K,1.24%
2021-05-10,2.0166,2.06,2.0776,1.9958,82.85K,0.30%
2021-05-07,2.0106,1.9926,2.0156,1.9688,60.07K,1.06%
2021-05-06,1.9895,1.9952,2.0116,1.9794,41.30K,-0.65%
2021-05-05,2.0025,2.0144,2.0278,1.9881,62.63K,0.19%
2021-05-04,1.9988,1.9543,2.0151,1.9519,61.70K,2.40%
2021-05-03,1.9519,1.9183,1.961,1.9076,46.03K,1.60%
2021-04-30,1.9211,1.955,1.955,1.91,2.57K,-2.05%
2021-04-29,1.9614,1.9354,1.9743,1.9339,13.71K,1.18%
2021-04-28,1.9386,1.9106,1.9512,1.9008,14.00K,1.73%
2021-04-27,1.9057,1.88,1.9136,1.878,22.71K,1.45%
2021-04-26,1.8785,1.8743,1.884,1.8324,27.17K,0.27%
2021-04-23,1.8735,1.8633,1.8832,1.8528,20.38K,0.68%
2021-04-22,1.8608,1.8499,1.8673,1.8383,21.64K,0.38%
2021-04-21,1.8537,1.8759,1.8764,1.8382,25.81K,-1.40%
2021-04-20,1.8801,1.8925,1.9155,1.8483,37.75K,-0.66%
2021-04-19,1.8925,1.8913,1.9028,1.8816,27.67K,-0.17%
2021-04-16,1.8957,1.8963,1.9093,1.8868,39.31K,-0.17%
2021-04-15,1.8989,1.8824,1.8994,1.8756,39.48K,0.47%
2021-04-14,1.89,1.8205,1.8945,1.8205,52.50K,4.16%
2021-04-13,1.8145,1.808,1.8247,1.8011,45.90K,0.36%
2021-04-12,1.808,1.8073,1.8426,1.7877,51.16K,0.02%
2021-04-09,1.8076,1.8079,1.8128,1.7882,42.87K,-0.12%
2021-04-08,1.8098,1.8052,1.8125,1.7845,41.86K,0.11%
2021-04-07,1.8079,1.7911,1.8107,1.7618,46.28K,0.77%
2021-04-06,1.7941,1.7741,1.8256,1.7722,43.19K,1.22%
2021-04-05,1.7724,1.83,1.833,1.7487,36.64K,-3.23%
2021-04-01,1.8316,1.7745,1.8363,1.7683,46.31K,3.40%
2021-03-31,1.7713,1.7905,1.802,1.7627,2.94K,-1.00%
2021-03-30,1.7892,1.8138,1.8229,1.7776,15.22K,-1.14%
2021-03-29,1.8098,1.81,1.826,1.776,17.11K,-0.01%
2021-03-26,1.81,1.7474,1.8204,1.7474,19.79K,3.56%
2021-03-25,1.7478,1.8185,1.8205,1.731,24.68K,-4.26%
2021-03-24,1.8256,1.7344,1.8299,1.733,23.15K,4.39%
2021-03-23,1.7489,1.8236,1.8264,1.7295,25.95K,-4.40%
2021-03-22,1.8293,1.8251,1.8407,1.7984,23.77K,0.38%
2021-03-19,1.8223,1.7714,1.8324,1.7554,42.41K,2.14%
2021-03-18,1.7842,1.8989,1.9131,1.7437,47.15K,-6.40%
2021-03-17,1.9061,1.9341,1.9439,1.8805,55.25K,-1.38%
2021-03-16,1.9327,1.9456,1.9489,1.9131,31.51K,-0.83%
2021-03-15,1.9489,1.9649,1.9823,1.9231,44.49K,-0.95%
2021-03-12,1.9675,1.9594,1.9801,1.9494,59.89K,0.41%
2021-03-11,1.9594,1.9191,1.9645,1.908,56.67K,2.20%
2021-03-10,1.9173,1.9,1.9291,1.8812,64.49K,0.52%
2021-03-09,1.9073,1.9077,1.9362,1.8945,62.96K,-0.06%
2021-03-08,1.9085,1.954,1.9868,1.8988,72.30K,-1.83%
2021-03-05,1.944,1.902,1.953,1.8885,82.23K,2.53%
2021-03-04,1.896,1.8297,1.9145,1.8025,74.73K,3.28%
2021-03-03,1.8357,1.8064,1.8487,1.801,73.88K,1.53%
2021-03-02,1.8081,1.807,1.8406,1.7882,56.89K,-0.61%
2021-03-01,1.8192,1.8485,1.8779,1.8007,75.45K,-2.01%
2021-02-26,1.8565,1.9095,1.9099,1.8487,7.27K,-2.63%
2021-02-25,1.9066,1.9111,1.9193,1.8885,18.24K,-0.09%
2021-02-24,1.9083,1.8648,1.912,1.857,17.93K,2.16%
2021-02-23,1.868,1.8732,1.8914,1.8345,27.71K,0.51%
2021-02-22,1.8586,1.8141,1.8754,1.8112,46.54K,1.96%
2021-02-19,1.8229,1.832,1.8457,1.806,46.56K,-0.74%
2021-02-18,1.8364,1.8483,1.8653,1.8159,52.23K,-0.07%
2021-02-17,1.8377,1.8156,1.8533,1.8011,51.39K,1.28%
2021-02-16,1.8144,1.7743,1.8308,1.7743,109.65K,-0.50%
2021-02-15,1.8236,1.7928,1.828,1.7915,,1.69%
2021-02-14,1.7933,1.7743,1.801,1.7743,,1.24%
2021-02-12,1.7714,1.7415,1.7778,1.7237,66.42K,1.54%
2021-02-11,1.7446,1.7569,1.7609,1.7359,60.50K,-0.93%
2021-02-10,1.761,1.7597,1.7677,1.7473,59.35K,0.24%
2021-02-09,1.7567,1.7501,1.7663,1.7341,51.48K,0.51%
2021-02-08,1.7478,1.7149,1.753,1.7148,55.64K,1.99%
2021-02-05,1.7137,1.7079,1.736,1.7079,68.86K,0.78%
2021-02-04,1.7005,1.695,1.7115,1.6731,50.56K,0.59%
2021-02-03,1.6905,1.6835,1.705,1.6779,54.09K,0.95%
2021-02-02,1.6746,1.6474,1.6896,1.6444,71.35K,1.68%
2021-02-01,1.6469,1.5949,1.6503,1.5845,82.25K,2.91%
2021-01-29,1.6004,1.5983,1.6357,1.5951,3.35K,-0.08%
2021-01-28,1.6017,1.6065,1.6311,1.5934,12.02K,-0.45%
2021-01-27,1.6089,1.6012,1.621,1.5825,17.13K,0.66%
2021-01-26,1.5984,1.5965,1.6069,1.5851,27.66K,0.28%
2021-01-25,1.5939,1.5736,1.5997,1.5657,28.05K,1.14%
2021-01-22,1.576,1.6013,1.6014,1.5556,29.70K,-1.54%
2021-01-21,1.6006,1.5881,1.6025,1.5835,23.78K,0.01%
2021-01-20,1.6004,1.6012,1.6141,1.5873,22.22K,0.11%
2021-01-19,1.5987,1.5842,1.6089,1.5776,35.54K,0.55%
2021-01-18,1.5899,1.5886,1.5943,1.5778,,0.11%
2021-01-17,1.5881,1.5829,1.5914,1.5829,,-0.30%
2021-01-15,1.5929,1.6201,1.6235,1.5724,50.53K,-1.64%
2021-01-14,1.6194,1.5977,1.6213,1.583,47.08K,1.28%
2021-01-13,1.5989,1.5997,1.6158,1.5832,46.76K,0.14%
2021-01-12,1.5967,1.5735,1.6026,1.5709,51.16K,1.47%
2021-01-11,1.5735,1.5855,1.5865,1.5525,62.87K,-0.38%
2021-01-08,1.5795,1.5405,1.5863,1.5379,60.18K,2.69%
2021-01-07,1.5381,1.526,1.5501,1.5226,57.12K,0.61%
2021-01-06,1.5287,1.5181,1.5422,1.5029,66.94K,0.65%
2021-01-05,1.5189,1.4598,1.5247,1.4512,74.13K,3.89%
2021-01-04,1.462,1.4828,1.5347,1.4522,72.56K,-0.97%
2020-12-31,1.4763,1.48,1.4844,1.4665,2.54K,-0.91%
2020-12-30,1.4898,1.4884,1.5018,1.4757,12.97K,0.20%
2020-12-29,1.4868,1.483,1.4996,1.482,16.15K,0.53%
2020-12-28,1.479,1.4903,1.5082,1.4744,15.29K,-0.74%
2020-12-24,1.49,1.4959,1.5086,1.4775,11.36K,-0.50%
2020-12-23,1.4975,1.454,1.5061,1.4444,22.61K,2.46%
2020-12-22,1.4616,1.4769,1.4779,1.446,16.51K,-1.07%
2020-12-21,1.4774,1.513,1.513,1.4265,35.06K,-2.35%
2020-12-18,1.513,1.4935,1.5198,1.4869,60.12K,1.19%
2020-12-17,1.4952,1.479,1.5001,1.4778,54.70K,1.17%
2020-12-16,1.4779,1.4592,1.4815,1.4514,64.05K,0.92%
2020-12-15,1.4644,1.4581,1.4708,1.4434,55.30K,0.69%
2020-12-14,1.4544,1.4393,1.4612,1.4186,50.41K,1.22%
2020-12-11,1.4369,1.4379,1.4497,1.4242,53.79K,0.08%
2020-12-10,1.4357,1.4021,1.4619,1.3988,56.58K,2.63%
2020-12-09,1.3989,1.4062,1.4256,1.3925,62.92K,-0.55%
2020-12-08,1.4067,1.3975,1.4098,1.3855,49.49K,0.54%
2020-12-07,1.3992,1.3991,1.4159,1.382,43.92K,-0.27%
2020-12-04,1.403,1.3915,1.4201,1.3884,44.36K,0.70%
2020-12-03,1.3933,1.3612,1.3984,1.3541,55.51K,1.98%
2020-12-02,1.3662,1.3441,1.3792,1.3336,55.83K,1.40%
2020-12-01,1.3473,1.369,1.3884,1.3389,64.00K,-0.63%
2020-11-30,1.3559,1.3716,1.3793,1.35,5.30K,-1.78%
2020-11-27,1.3805,1.392,1.392,1.3551,13.68K,0.85%
2020-11-26,1.3689,1.3912,1.4,1.3617,,-1.28%
2020-11-25,1.3866,1.3611,1.3987,1.3561,27.71K,1.99%
2020-11-24,1.3595,1.3064,1.3756,1.3064,28.93K,3.74%
2020-11-23,1.3105,1.2884,1.3121,1.2818,27.97K,1.88%
2020-11-20,1.2863,1.2744,1.2888,1.2652,31.78K,1.23%
2020-11-19,1.2707,1.264,1.2794,1.255,38.96K,0.53%
2020-11-18,1.264,1.242,1.2755,1.2347,51.64K,2.01%
2020-11-17,1.2391,1.2294,1.2444,1.2092,48.78K,0.83%
2020-11-16,1.2289,1.2046,1.2515,1.2042,44.03K,2.05%
2020-11-13,1.2042,1.2269,1.2277,1.2014,61.18K,-2.36%
2020-11-12,1.2333,1.247,1.2586,1.2251,63.50K,-1.00%
2020-11-11,1.2458,1.2604,1.2982,1.2407,75.15K,-0.53%
2020-11-10,1.2525,1.2131,1.2634,1.198,85.33K,2.94%
2020-11-09,1.2167,1.1498,1.249,1.143,110.10K,6.49%
2020-11-06,1.1426,1.1675,1.1675,1.1359,58.15K,-2.31%
2020-11-05,1.1696,1.1715,1.1741,1.1476,64.81K,-0.33%
2020-11-04,1.1735,1.1354,1.1758,1.1114,68.02K,4.12%
2020-11-03,1.1271,1.1162,1.1417,1.1,70.10K,1.33%
2020-11-02,1.1123,1.074,1.1208,1.0252,70.78K,2.87%
2020-10-30,1.0813,1.0929,1.0966,1.0689,2.94K,-0.65%
2020-10-29,1.0884,1.112,1.1317,1.0537,13.60K,-2.32%
2020-10-28,1.1142,1.1446,1.1448,1.101,19.52K,-3.76%
2020-10-27,1.1577,1.1252,1.1615,1.1241,26.32K,3.20%
2020-10-26,1.1218,1.1488,1.1488,1.1119,22.36K,-2.56%
2020-10-23,1.1513,1.1588,1.1694,1.1427,22.67K,-0.81%
2020-10-22,1.1607,1.1368,1.1682,1.1331,22.53K,1.82%
2020-10-21,1.1399,1.1655,1.1715,1.1267,36.76K,-2.86%
2020-10-20,1.1735,1.1535,1.1786,1.1445,38.95K,1.33%
2020-10-19,1.1581,1.1766,1.1833,1.1508,43.64K,-1.78%
2020-10-16,1.1791,1.1847,1.19,1.1627,49.88K,-0.81%
2020-10-15,1.1887,1.1946,1.1982,1.1489,67.50K,-0.32%
2020-10-14,1.1925,1.1679,1.1949,1.1543,51.16K,2.01%
2020-10-13,1.169,1.1588,1.1797,1.1564,58.24K,1.03%
2020-10-12,1.1571,1.1898,1.193,1.1484,54.97K,-3.03%
2020-10-09,1.1933,1.1895,1.2059,1.1815,77.73K,0.08%
2020-10-08,1.1923,1.1638,1.1939,1.1581,56.84K,2.71%
2020-10-07,1.1608,1.1714,1.1807,1.1443,76.21K,-2.34%
2020-10-06,1.1886,1.1372,1.1926,1.1317,77.24K,4.88%
2020-10-05,1.1333,1.0845,1.1455,1.0844,70.68K,4.45%
2020-10-02,1.085,1.1183,1.1235,1.0688,63.92K,-3.56%
2020-10-01,1.125,1.1509,1.1608,1.0916,70.58K,-1.78%
2020-09-30,1.1454,1.1071,1.1509,1.1,3.64K,3.28%
2020-09-29,1.109,1.1427,1.1438,1.1002,15.48K,-2.68%
2020-09-28,1.1395,1.1267,1.1459,1.1155,15.63K,1.18%
2020-09-25,1.1262,1.112,1.1281,1.1095,21.56K,0.85%
2020-09-24,1.1167,1.1018,1.1174,1.095,19.62K,0.83%
2020-09-23,1.1075,1.0992,1.1278,1.0871,28.38K,1.04%
2020-09-22,1.0961,1.116,1.1229,1.0877,18.77K,-1.01%
2020-09-21,1.1073,1.1545,1.1628,1.1039,34.52K,-4.46%
2020-09-18,1.159,1.161,1.1713,1.1431,34.80K,-0.07%
2020-09-17,1.1598,1.1156,1.1648,1.0968,56.97K,3.90%
2020-09-16,1.1163,1.1,1.1215,1.0967,63.76K,1.55%
2020-09-15,1.0993,1.0924,1.1063,1.0809,53.23K,0.54%
2020-09-14,1.0934,1.0937,1.0993,1.0759,59.57K,0.35%
2020-09-11,1.0896,1.0771,1.1037,1.0717,53.00K,0.67%
2020-09-10,1.0824,1.101,1.1083,1.0734,57.08K,-2.14%
2020-09-09,1.1061,1.0861,1.113,1.0658,66.63K,2.72%
2020-09-08,1.0768,1.1436,1.1443,1.0605,91.64K,-4.67%
2020-09-07,1.1296,1.128,1.1443,1.1224,,0.16%
2020-09-06,1.1278,1.1423,1.1425,1.1252,,-2.06%
2020-09-04,1.1515,1.1644,1.1858,1.1402,71.75K,-1.39%
2020-09-03,1.1677,1.1878,1.192,1.1384,85.47K,-1.75%
2020-09-02,1.1885,1.2335,1.2446,1.1844,78.61K,-3.44%
2020-09-01,1.2308,1.225,1.248,1.2213,60.11K,2.90%
2020-08-31,1.1961,1.223,1.2333,1.193,3.21K,-1.65%
2020-08-28,1.2162,1.2108,1.2305,1.1996,17.10K,0.45%
2020-08-27,1.2107,1.2448,1.2477,1.2,14.84K,-2.73%
2020-08-26,1.2447,1.2601,1.264,1.232,16.22K,-1.22%
2020-08-25,1.2601,1.2477,1.2758,1.247,22.72K,1.00%
2020-08-24,1.2476,1.2133,1.253,1.2103,24.71K,3.28%
2020-08-21,1.208,1.2471,1.253,1.1919,31.31K,-3.10%
2020-08-20,1.2467,1.2462,1.2511,1.2191,29.57K,-0.34%
2020-08-19,1.251,1.255,1.2581,1.2374,39.16K,-0.75%
2020-08-18,1.2604,1.2449,1.2631,1.232,45.28K,1.72%
2020-08-17,1.2391,1.2447,1.252,1.2266,47.65K,0.19%
2020-08-14,1.2367,1.2425,1.2539,1.2317,37.66K,-0.11%
2020-08-13,1.2381,1.256,1.2565,1.2358,42.18K,-1.52%
2020-08-12,1.2572,1.2423,1.2636,1.2388,45.92K,1.52%
2020-08-11,1.2384,1.2356,1.2671,1.2335,61.06K,0.12%
2020-08-10,1.2369,1.2268,1.2444,1.2217,46.44K,1.39%
2020-08-07,1.2199,1.2516,1.2562,1.2174,53.54K,-2.40%
2020-08-06,1.2499,1.2651,1.2723,1.2465,46.75K,-1.05%
2020-08-05,1.2631,1.2566,1.3054,1.2516,58.98K,0.37%
2020-08-04,1.2584,1.2384,1.2713,1.2223,45.53K,1.41%
2020-08-03,1.2409,1.2283,1.2516,1.2111,46.52K,1.96%
2020-07-31,1.2171,1.2235,1.2271,1.209,1.81K,0.43%
2020-07-30,1.2119,1.2578,1.2598,1.1654,9.50K,-3.30%
2020-07-29,1.2533,1.2398,1.2614,1.2396,9.79K,0.90%
2020-07-28,1.2421,1.2555,1.2628,1.2363,10.81K,-0.96%
2020-07-27,1.2541,1.2563,1.263,1.2324,13.74K,-0.18%
2020-07-24,1.2563,1.2576,1.2616,1.242,17.80K,0.18%
2020-07-23,1.2541,1.2721,1.2882,1.2505,17.47K,-1.31%
2020-07-22,1.2707,1.273,1.2797,1.2552,18.89K,-0.73%
2020-07-21,1.28,1.2347,1.291,1.2323,31.65K,3.60%
2020-07-20,1.2355,1.2198,1.2455,1.2018,35.67K,1.35%
2020-07-17,1.2191,1.2286,1.2305,1.2135,33.46K,-0.72%
2020-07-16,1.2279,1.2452,1.2478,1.2232,34.81K,-1.36%
2020-07-15,1.2448,1.2168,1.2485,1.209,46.26K,1.97%
2020-07-14,1.2208,1.215,1.23,1.2027,57.65K,-0.22%
2020-07-13,1.2235,1.2396,1.2412,1.214,45.92K,-1.43%
2020-07-10,1.2412,1.2239,1.2436,1.1994,44.54K,1.41%
2020-07-09,1.2239,1.2357,1.2426,1.2107,48.01K,-0.85%
2020-07-08,1.2344,1.2404,1.2511,1.2288,45.83K,-0.72%
2020-07-07,1.2433,1.245,1.2524,1.222,46.38K,0.13%
2020-07-06,1.2417,1.2285,1.2583,1.2285,49.03K,1.19%
2020-07-03,1.2271,1.2233,1.2312,1.2096,,-0.32%
2020-07-02,1.2311,1.2012,1.235,1.195,40.48K,2.63%
2020-07-01,1.1996,1.1973,1.2213,1.1795,51.30K,1.82%
2020-06-30,1.1781,1.169,1.191,1.1571,2.76K,1.09%
2020-06-29,1.1654,1.1274,1.1733,1.1151,11.98K,2.56%
2020-06-26,1.1363,1.1597,1.1685,1.12,11.81K,-1.67%
2020-06-25,1.1556,1.152,1.1664,1.118,20.89K,0.42%
2020-06-24,1.1508,1.2032,1.209,1.1375,19.04K,-4.34%
2020-06-23,1.203,1.2193,1.2425,1.1982,18.58K,-1.28%
2020-06-22,1.2186,1.2,1.2244,1.1971,23.60K,0.59%
2020-06-19,1.2114,1.201,1.2288,1.1802,23.35K,1.07%
2020-06-18,1.1986,1.1829,1.2008,1.1674,30.66K,1.40%
2020-06-17,1.182,1.178,1.1926,1.1597,43.88K,-0.02%
2020-06-16,1.1822,1.137,1.1959,1.1236,50.06K,3.98%
2020-06-15,1.137,1.1053,1.1433,1.078,48.46K,3.23%
2020-06-12,1.1014,1.0849,1.125,1.0534,44.31K,1.23%
2020-06-11,1.088,1.1645,1.1645,1.0672,56.96K,-7.25%
2020-06-10,1.173,1.1435,1.1824,1.1316,55.93K,1.58%
2020-06-09,1.1547,1.1212,1.159,1.104,44.33K,2.98%
2020-06-08,1.1213,1.1523,1.1824,1.1164,46.05K,-2.55%
2020-06-05,1.1506,1.0716,1.1526,1.0711,49.61K,7.12%
2020-06-04,1.0741,1.063,1.0802,1.0468,43.05K,0.89%
2020-06-03,1.0646,1.089,1.108,1.0462,55.34K,-2.52%
2020-06-02,1.0921,1.0345,1.0945,1.0338,53.02K,6.13%
2020-06-01,1.029,1.032,1.0494,1.0084,47.35K,6.67%
2020-05-29,0.9647,0.9313,0.997,0.9025,4.53K,4.22%
2020-05-28,0.9256,0.9466,0.9643,0.9181,17.60K,-4.78%
2020-05-27,0.9721,0.9905,0.9952,0.9485,15.74K,-1.89%
2020-05-26,0.9908,0.9891,1.034,0.969,23.52K,-4.71%
2020-05-25,1.0398,1.0133,1.0472,1.0078,,2.67%
2020-05-24,1.0128,1.0189,1.0217,1.0063,,3.14%
2020-05-22,0.982,0.9873,0.9924,0.9344,25.21K,-0.71%
2020-05-21,0.989,0.991,1.0182,0.9809,23.55K,-0.16%
2020-05-20,0.9906,0.9765,1.023,0.9683,30.48K,1.75%
2020-05-19,0.9736,1.0264,1.028,0.9657,33.41K,-3.26%
